"id","doi","title","abstract","name","journal"
"153","doi.org/10.1080/02640414.2023.2207855","The efficacy of exercise interventions for all types of inpatients across mental health settings: A systematic review and meta-analysis of 47 studies.","This systematic review and meta-analysis investigated the benefits, safety and adherence of exercise interventions delivered in inpatient mental health settings, quantified the number of exercise trials that provided support to maintain engagement in exercise post-discharge, and reported patient feedback towards exercise interventions. Major databases were searched from inception to 22.06.2022 for intervention studies investigating exercise in mental health inpatient settings. Study quality was assessed using Cochrane and ROBINS-1 checklists. Fifty-six papers were included from 47 trials (including 34 RCTs), bias was high. Exercise improved depression (Standardised mean difference = -0.416; 95% Confidence interval -0.787 to -0.045, N = 15) compared to non-exercise comparators amongst people with a range of mental illnesses, with further (albeit limited) evidence suggesting a role of exercise in cardiorespiratory fitness and various other physical health parameters and ameliorating psychiatric symptoms. No serious exercise-related adverse events were noted, attendance was ≥80% in most trials, and exercise was perceived as enjoyable and useful. Five trials offered patients post-discharge support to continue exercise, with varying success. In conclusion, exercise interventions may have therapeutic benefits in inpatient mental health settings. More high-quality trials are needed to determine optimal parameters, and future research should investigate systems to support patients to maintain exercise engagement once discharged.","Martland","Journal of sports sciences"
"154","doi.org/10.1007/s40279-023-01851-y","The Eccentric:Concentric Strength Ratio of Human Skeletal Muscle In Vivo: Meta-analysis of the Influences of Sex, Age, Joint Action, and Velocity.","For decades, researchers have observed that eccentric (ECC) muscle strength is greater than concentric (CON) muscle strength. However, knowledge of the ECC:CON strength ratio is incomplete and might inform resistance exercise prescriptions. Our purposes were to determine the magnitude of the ECC:CON ratio of human skeletal muscle in vivo and explore if sex, age, joint actions/exercises, and movement velocity impact it. A total of 340 studies were identified through searches. It was possible to analyse 1516 ECC:CON ratios, aggregated from 12,546 individuals who made up 564 groups in 335 of the identified studies. Approximately 98% of measurements occurred on isokinetic machines. Bayesian meta-analyses were performed using log-ratios as response variables then exponentiated back to raw ratios. The overall main model estimate for the ECC:CON ratio was 1.41 (95% credible interval [CI] 1.38-1.44). The ECC:CON ratio was slightly less in men (1.38 [CI 1.34-1.41]) than women (1.47 [CI 1.43-1.51]), and greater in older adults (1.62 [CI 1.57-1.68]) than younger adults (1.39 [CI 1.36-1.42]). The ratio was similar between grouped upper-body (1.42 [CI 1.38-1.46]) and lower-body joint actions/exercises (1.40 [CI 1.37-1.44]). However, heterogeneity in the ratio existed across joint actions/exercises, with point estimates ranging from 1.32 to 2.61. The ECC:CON ratio was most greatly impacted by movement velocity, with a 0.20% increase in the ratio for every 1°/s increase in velocity. The results show that ECC muscle strength is ~ 40% greater than CON muscle strength. However, the ECC:CON ratio is greatly affected by movement velocity and to lesser extents age and sex. Differences between joint actions/exercises likely exist, but more data are needed to provide more precise estimates.© 2023. The Author(s).","Nuzzo","Sports medicine (Auckland, N.Z.)"
"155","doi.org/10.1080/02640414.2023.2203484","Peak height velocity in young athletes: A longitudinal meta-analysis.","The present longitudinal meta-analysis aimed to estimate the growth curves and age at peak height velocity (PHV) in young male athletes, considering anthropometric data from available longitudinal studies. Following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, studies with repeated measurements in young male athletes were identified from searches across four databases (MEDLINE, SPORTDiscus, Web of Science, and SCOPUS). Estimations were based on multilevel polynomial models using a fully Bayesian framework. After a full-text screening of 317 studies meeting the eligibility criteria, 31 studies were considered. Studies were excluded mainly due to study design, repeated reporting, and incomplete reporting of the outcomes. Of the 31 studies analysed, 26 (84%) focused on young European athletes. The average age at PHV for the total sample of studies with young athletes was 13.1 years (90% credible interval: 12.9; 13.4). When considering data by sport, there was substantial variation in the age at PHV estimates (range: 12.4 to 13.5 years). As most studies in the meta-analysis focused on young European football players (52%), predictions for young athletes from other sports may be limited. The age at PHV in the available data occurred earlier than in general paediatric populations.","Lima","Journal of sports sciences"
"156","doi.org/10.1519/JSC.0000000000004497","Time-of-Day Effects of Exercise on Cardiorespiratory Responses and Endurance Performance-A Systematic Review and Meta-Analysis.","Kang, J, Ratamess, NA, Faigenbaum, AD, Bush, JA, Finnerty, C, DiFiore, M, Garcia, A, and Beller, N. Time-of-day effects of exercise on cardiorespiratory responses and endurance performance-A systematic review and meta-analysis. J Strength Cond Res 37(10): 2080-2090, 2023-The time-of-day effect of exercise on human function remains largely equivocal. Hence, this study aimed to further analyze the existing evidence concerning diurnal variations in cardiorespiratory responses and endurance performance using a meta-analytic approach. Literature search was conducted through databases, including PubMed, CINAHL, and Google Scholar. Article selection was made based on inclusion criteria concerning subjects' characteristics, exercise protocols, times of testing, and targeted dependent variables. Results on oxygen uptake (V̇ o2 ), heart rate (HR), respiratory exchange ratio, and endurance performance in the morning (AM) and late afternoon or evening (PM) were extracted from the chosen studies. Meta-analysis was conducted with the random-effects model. Thirty-one original research studies that met the inclusion criteria were selected. Meta-analysis revealed higher resting V̇ o2 (Hedges' g = -0.574; p = 0.040) and resting HR (Hedges' g = -1.058; p = 0.002) in PM than in AM. During exercise, although V̇ o2 remained indifferent between AM and PM, HR was higher in PM at submaximal (Hedges' g = -0.199; p = 0.046) and maximal (Hedges' g = -0.298; p = 0.001) levels. Endurance performance as measured by time-to-exhaustion or the total work accomplished was higher in PM than in AM (Hedges' g = -0.654; p = 0.001). Diurnal variations in V̇ o2 appear less detectable during aerobic exercise. The finding that exercising HR and endurance performance were greater in PM than in AM emphasizes the need to consider the effect of circadian rhythm when evaluating athletic performance or using HR as a criterion to assess fitness or monitor training.Copyright © 2023 National Strength and Conditioning Association.","Kang","Journal of strength and conditioning research"
"157","doi.org/10.1016/j.jsams.2023.03.009","Effects of home-based exercise programs on physical fitness in cancer patients undergoing active treatment: A systematic review and meta-analysis of randomized controlled trials.","This systematic review and meta-analysis aimed to investigate the effects of home-based exercise on physical fitness (cardiorespiratory fitness, muscle strength, and body composition) in cancer patients undergoing active treatment.Systematic review with meta-analysis and Grading Recommendations Assessment, Development, and Evaluation of the evidence.A comprehensive search of existing literature was carried out in four electronic databases: PubMed, Web of Science, Scopus, and PEDro. All databases were searched for randomized controlled trials assessing the effects of home-based exercise on physical fitness outcomes in cancer patients during active treatment. Multicomponent interventions (i.e., exercise plus diet/behavioral therapy) were excluded. The methodological quality of each study was assessed using the Revised Cochrane risk-of-bias tool for randomized trials. Meta-analytical procedures were performed when appropriate and standardized mean differences (SMD) were calculated.Twenty-eight randomized controlled trials (n = 2424 cancer patients) were included. Most of the interventions were conducted in breast cancer patients (n = 13) during the adjuvant treatment period (n = 17); 18 studies included a walking component in their home-based protocol. Home-based exercise was effective at improving the distance of the 6-minute walk test (k = 6; SMD = 0.321, p = 0.010). However, the results were no longer significant when performing sensitivity analysis based on exclusively walking (k = 1) and non-exclusively walking interventions (k = 5; SMD = 0.258; p = 0.072). No effects were found for muscle strength and body composition outcomes (p > 0.05).Regular home-based exercise programs are an effective strategy to improve 6-minutes walk test in cancer patients undergoing active treatment. Conversely, no alterations were found in muscle strength and body composition.Copyright © 2023 The Authors. Published by Elsevier Ltd.. All rights reserved.","Correia","Journal of science and medicine in sport"
"158","doi.org/10.1016/j.jsams.2023.03.004","Time of the day of exercise impact on cardiovascular disease risk factors in adults: a systematic review and meta-analysis.","To compare the effect of a single bout of morning vs. evening exercise on cardiovascular risk factors in adults.Systematic review and meta-analysis.A systematic search of studies was conducted using PubMed and Web of Science from inception to June 2022. Selected studies accomplished the following criteria: crossover design, acute effect of exercise, blood pressure, blood glucose, and/or blood lipids as the study's endpoint, a washout period of at least 24 h, and adults. Meta-analysis was performed by analyzing: 1) separated effect of morning and evening exercise (pre vs. post); and 2) comparison between morning and evening exercise.A total of 11 studies were included for systolic and diastolic blood pressure and 10 studies for blood glucose. Meta-analysis revealed no significant difference between morning vs. evening exercise for systolic blood pressure (g ∆ = 0.02), diastolic blood pressure (g ∆ = 0.01), or blood glucose (g ∆ = 0.15). Analysis of moderator variables (age, BMI, sex, health status, intensity and duration of exercise, and hour within the morning or evening) showed no significant morning vs. evening effect.Overall, we found no influence of the time of the day on the acute effect of exercise on blood pressure neither on blood glucose.Copyright © 2023 The Authors. Published by Elsevier Ltd.. All rights reserved.","Sevilla-Lorente","Journal of science and medicine in sport"
"159","doi.org/10.1136/bjsports-2022-106285","Comparative effectiveness of different types of exercise in reducing arterial stiffness in children and adolescents: a systematic review and network meta-analysis.","Arterial stiffness is an early and detectable marker of vascular changes leading to atherosclerotic cardiovascular disease (ACVD). Our objective was to compare the effectiveness of different types of exercise in reducing arterial stiffness in children and adolescents.A systematic review and network meta-analysis (NMA) was conducted including experimental studies reporting the effects of exercise interventions on pulse wave velocity (PWV) in children and adolescents.Cochrane Central Register of Controlled Trials, EMBASE (via Scopus), PubMed (via Medline) and Web of Science from database inception to 25 March 2022.Experimental studies reporting the effects of exercise interventions on PWV in children and adolescents.Fourteen studies were included in the NMA, all of them were randomised controlled trials except one quasi-experimental study, with an overall risk of bias of some concern. Regarding PWV reduction, all exercise modalities were more effective than control, with standardised mean difference ranging from -1.93 (95% CI: -2.84 to -1.02) and -1.11 (95% CI: -2.01 to -0.21) for aerobic exercise and high intensity interval training (HIIT), respectively, to -0.59 (95% CI: -1.39 to 0.22) for combined exercise. Only sensorimotor training was not superior to the control group 0.11 (95% CI: -1.10 to 1.32).Our results support that exercise interventions, especially aerobic exercise or HIIT, can improve arterial stiffness at early ages. The potential to address ACVD early and mitigate long-term consequences via exercise interventions in children and adolescents with higher arterial stiffness requires further investigation.CRD42022322536.© Author(s) (or their employer(s)) 2023. No commercial re-use. See rights and permissions. Published by BMJ.","Sequi-Dominguez","British journal of sports medicine"
"160","doi.org/10.1007/s40279-023-01825-0","Effects of Plyometric Jump Training on the Reactive Strength Index in Healthy Individuals Across the Lifespan: A Systematic Review with Meta-analysis.","The reactive strength index (RSI) is meaningfully associated with independent markers of athletic (e.g., linear sprint speed) and neuromuscular performance [e.g., stretch-shortening cycle (SSC)]. Plyometric jump training (PJT) is particularly suitable to improve the RSI due to exercises performed in the SSC. However, no literature review has attempted to meta-analyse the large number of studies regarding the potential effects of PJT on the RSI in healthy individuals across the lifespan.The aim of this systematic review with meta-analysis was to examine the effects of PJT on the RSI of healthy individuals across the lifespan compared with active/specific-active controls.Three electronic databases (PubMed, Scopus, Web of Science) were searched up to May 2022. According to the PICOS approach, the eligibility criteria were: (1) healthy participants, (2) PJT interventions of ≥ 3 weeks, (3) active (e.g., athletes involved in standard training) and specific-active (e.g., individuals using heavy resistance training) control group(s), (4) a measure of jump-based RSI pre-post training, and (5) controlled studies with multi-groups in randomised and non-randomised designs. The Physiotherapy Evidence Database (PEDro) scale was used to assess the risk of bias. The random-effects model was used to compute the meta-analyses, reporting Hedges' g effect sizes (ES) with 95% confidence intervals (95% CIs). Statistical significance was set at p ≤ 0.05. Subgroup analyses were performed (chronological age; PJT duration, frequency, number of sessions, total number of jumps; randomization). A meta-regression was conducted to verify if PJT frequency, duration, and total number of sessions predicted the effects of PJT on the RSI. Certainty or confidence in the body of evidence was assessed using Grading of Recommendations Assessment, Development, and Evaluation (GRADE). Potential adverse health effects derived from PJT were researched and reported.Sixty-one articles were meta-analysed, with a median PEDro score of 6.0, a low risk of bias and good methodological quality, comprising 2576 participants with an age range of 8.1-73.1 years (males, ~ 78%; aged under 18 years, ~ 60%); 42 studies included participants with a sport background (e.g., soccer, runners). The PJT duration ranged from 4 to 96 weeks, with one to three weekly exercise sessions. The RSI testing protocols involved the use of contact mats (n = 42) and force platforms (n = 19). Most studies reported RSI as mm/ms (n = 25 studies) from drop jump analysis (n = 47 studies). In general, PJT groups improved RSI compared to controls: ES = 0.54, 95% CI 0.46-0.62, p < 0.001. Training-induced RSI changes were greater (p = 0.023) for adults [i.e., age ≥ 18 years (group mean)] compared with youth. PJT was more effective with a duration of > 7 weeks versus ≤ 7 weeks, > 14 total PJT sessions versus ≤ 14 sessions, and three weekly sessions versus < three sessions (p = 0.027-0.060). Similar RSI improvements were noted after ≤ 1080 versus > 1080 total jumps, and for non-randomised versus randomised studies. Heterogeneity (I2) was low (0.0-22.2%) in nine analyses and moderate in three analyses (29.1-58.1%). According to the meta-regression, none of the analysed training variables explained the effects of PJT on RSI (p = 0.714-0.984, R2 = 0.0). The certainty of the evidence was moderate for the main analysis, and low-to-moderate across the moderator analyses. Most studies did not report soreness, pain, injury or related adverse effects related to PJT.The effects of PJT on the RSI were greater compared with active/specific-active controls, including traditional sport-specific training as well as alternative training interventions (e.g., high-load slow-speed resistance training). This conclusion is derived from 61 articles with low risk of bias (good methodological quality), low heterogeneity, and moderate certainty of evidence, comprising 2576 participants. PJT-related improvements on RSI were greater for adults versus youths, after > 7 training weeks versus ≤ 7 weeks, with > 14 total PJT versus ≤ 14 sessions, and with three versus < three weekly sessions.© 2023. The Author(s).","Ramirez-Campillo","Sports medicine (Auckland, N.Z.)"
"161","doi.org/10.1136/bjsports-2022-106542","Do biomechanical foot-based interventions reduce patellofemoral joint loads in adults with and without patellofemoral pain or osteoarthritis? A systematic review and meta-analysis.","To evaluate the effects of biomechanical foot-based interventions (eg, footwear, insoles, taping and bracing on the foot) on patellofemoral loads during walking, running or walking and running combined in adults with and without patellofemoral pain or osteoarthritis.Systematic review with meta-analysis.MEDLINE, CINAHL, SPORTdiscus, Embase and CENTRAL.English-language studies that assessed effects of biomechanical foot-based interventions on peak patellofemoral joint loads, quantified by patellofemoral joint pressure, reaction force or knee flexion moment during gait, in people with or without patellofemoral pain or osteoarthritis.We identified 22 footwear and 11 insole studies (participant n=578). Pooled analyses indicated low-certainty evidence that minimalist footwear leads to a small reduction in peak patellofemoral joint loads compared with conventional footwear during running only (standardised mean difference (SMD) (95% CI) = -0.40 (-0.68 to -0.11)). Low-certainty evidence indicated that medial support insoles do not alter patellofemoral joint loads during walking (SMD (95% CI) = -0.08 (-0.42 to 0.27)) or running (SMD (95% CI) = 0.11 (-0.17 to 0.39)). Very low-certainty evidence indicated rocker-soled shoes have no effect on patellofemoral joint loads during walking and running combined (SMD (95% CI) = 0.37) (-0.06 to 0.79)).Minimalist footwear may reduce peak patellofemoral joint loads slightly compared with conventional footwear during running only. Medial support insoles may not alter patellofemoral joint loads during walking or running and the evidence is very uncertain about the effect of rocker-soled shoes during walking and running combined. Clinicians aiming to reduce patellofemoral joint loads during running in people with patellofemoral pain or osteoarthritis may consider minimalist footwear.© Author(s) (or their employer(s)) 2023. No commercial re-use. See rights and permissions. Published by BMJ.","Kayll","British journal of sports medicine"
"162","doi.org/10.1136/bjsports-2022-106099","Let's talk about sex (and gender) after ACL injury: a systematic review and meta-analysis of self-reported activity and knee-related outcomes.","Investigate sex/gender differences in self-reported activity and knee-related outcomes after anterior cruciate ligament (ACL) injury.Systematic review with meta-analysis.Seven databases were searched in December 2021.Observational or interventional studies with self-reported activity (including return to sport) or knee-related outcomes after ACL injury.We included 242 studies (n=123 687, 43% females/women/girls, mean age 26 years at surgery). One hundred and six studies contributed to 1 of 35 meta-analyses (n=59 552). After ACL injury/reconstruction, very low-certainty evidence suggests females/women/girls had inferior self-reported activity (ie, return to sport, Tegner Activity Score, Marx Activity Scale) compared with males/men/boys on most (88%, 7/8) meta-analyses. Females/women/girls had 23%-25% reduced odds of returning to sport within 1-year post-ACL injury/reconstruction (12 studies, OR 0.76 95% CI 0.63 to 0.92), 1-5 years (45 studies, OR 0.75 95% CI 0.69 to 0.82) and 5-10 years (9 studies, OR 0.77 95% CI 0.57 to 1.04). Age-stratified analysis (<19 years) suggests female athletes/girls had 32% reduced odds of returning to sport compared with male athletes/boys (OR 0.68, 95% CI 0.41 to 1.13, I2 0.0%). Very low-certainty evidence suggests females/women/girls experienced inferior knee-related outcomes (eg, function, quality of life) on many (70%, 19/27) meta-analyses: standardised mean difference ranging from -0.02 (Knee injury and Osteoarthritis Outcome Score, KOOS-activities of daily living, 9 studies, 95% CI -0.05 to 0.02) to -0.31 (KOOS-sport and recreation, 7 studies, 95% CI -0.36 to -0.26).Very low-certainty evidence suggests inferior self-reported activity and knee-related outcomes for females/women/girls compared with males/men/boys after an ACL injury. Future studies should explore factors and design targeted interventions to improve outcomes for females/women/girls.CRD42021205998.© Author(s) (or their employer(s)) 2023. No commercial re-use. See rights and permissions. Published by BMJ.","Bruder","British journal of sports medicine"
"163","doi.org/10.1007/s40279-023-01820-5","The Effect of Different Strength Training Modalities on Sprint Performance in Female Team-Sport Athletes: A Systematic Review and Meta-Analysis.","There has been a rise in the participation, professionalism, and profile of female sports in recent years. Sprinting ability is an important quality for successful athletic performance in many female team sports. However, much of the research to date on improving sprint performance in team sports is derived from studies with male participants. Given the biological differences between the sexes, this may be problematic for practitioners when programming to enhance sprint performance in female team-sport athletes. Therefore, the aims of this systematic review were to investigate (1) the overall effect of lower body strength training on sprint performance, and (2) the effect of specific strength training modalities (i.e., reactive-; maximal-; combined-; special-strength) on sprint performance in female team-sport athletes.An electronic database search was performed using PubMed, MEDLINE, SPORTDiscus, CINAHL, The Cochrane Library, and SCOPUS to identify relevant articles. A random-effects meta-analysis was performed to establish standardised mean difference with 95% confidence intervals and the magnitude and direction of the effect.Fifteen studies were included in the final analysis. The 15 studies represent a total sample size of 362 participants (intervention n = 190; control n = 172) comprising 17 intervention groups and 15 control groups. The overall effects revealed small improvements in sprint performance in favour of the experimental group over 0-10 m and moderate improvements over sprint distances of 0-20 m and 0-40 m. The magnitude of improvement in sprint performance was influenced by the strength modality (i.e., reactive-, maximal-, combined-, and special-strength) utilised in the intervention. Reactive- and combined-strength training methods had a greater effect than maximal- or special-strength modalities on sprint performance.This systematic review and meta-analysis demonstrated that, when compared with a control group (i.e., technical and tactical training), the different strength training modalities exhibited small to moderate improvements in sprint performance in female team-sport athletes. The results of a moderator analysis demonstrated that youth athletes (< 18 years) yielded a greater improvement in sprint performance compared with adults (≥ 18 years). This analysis also supports the use of a longer programme duration (> 8 weeks) with a higher total number of training sessions (> 12 sessions) to improve overall sprint performance. These results will serve to guide practitioners when programming to enhance sprint performance in female team-sport athletes.© 2023. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Hughes","Sports medicine (Auckland, N.Z.)"
"164","doi.org/10.1007/s40279-023-01823-2","Effects of Creatine Monohydrate on Endurance Performance in a Trained Population: A Systematic Review and Meta-analysis.","There is robust evidence that creatine monohydrate supplementation can enhance short-term high-intensity exercise in athletes. However, the effect of creatine monohydrate supplementation on aerobic performance and its role during aerobic activities is still controversial.The purpose of this systematic review and meta-analysis was to evaluate the supplementation effects of creatine monohydrate on endurance performance in a trained population.The search strategy in this systematic review and meta-analysis was designed following Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, and PubMed/MEDLINE, Web of Science, and Scopus databases were explored from inception until 19 May, 2022. Only human experimental trials, controlled with a placebo group, evaluating the effects of creatine monohydrate supplementation on endurance performance in a trained population were analyzed in this systematic review and meta-analysis. The methodological quality of included studies was evaluated using the Physiotherapy Evidence Database (PEDro) scale.A total of 13 studies satisfied all the eligibility criteria and were included in this systematic review and meta-analysis. The results for the pooled meta-analysis showed a non-significant change in endurance performance after creatine monohydrate supplementation in a trained population (p = 0.47), with a trivial negative effect (pooled standardized mean difference =  - 0.07 [95% confidence interval - 0.32 to 0.18]; I2 = 34.75%). Further, after excluding the studies not evenly distributed around the base of the funnel plot, the results were similar (pooled standardized mean difference =  - 0.07 [95% confidence interval - 0.27 to 0.13]; I2 = 0%; p = 0.49).Creatine monohydrate supplementation was shown to be ineffective on endurance performance in a trained population.The study protocol was registered in the Prospective Register of Systematic Review (PROSPERO) with the following registration number: CRD42022327368.© 2023. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Fernández-Landa","Sports medicine (Auckland, N.Z.)"
"165","doi.org/10.1007/s40279-023-01817-0","Estimating the Effect of Aerobic Exercise Training on Novel Lipid Biomarkers: A Systematic Review and Multivariate Meta-Analysis of Randomized Controlled Trials.","Aerobic exercise training (AET) prescribed as lipid management treatment positively affects the standard lipid profile and reduces cardiovascular disease (CVD) risk. Apolipoproteins, lipid and apolipoprotein ratios, and lipoprotein sub-fractions may more effectively predict CVD risk than the standard lipid profile but an AET response in these biomarkers has not been established.We conducted a quantitative systematic review of randomised controlled trials (RCTs) to (1) determine the effects of AET on lipoprotein sub-fractions, apolipoproteins and relevant ratios; and (2) identify study or intervention covariates associated with change in these biomarkers.We searched PubMed, EMBASE, all Web of Science and EBSCO health and medical online databases from inception to 31 December 2021. We included published RCTs of adult humans with ≥ 10 per group of participants; an AET intervention duration ≥ 12 weeks of at least moderate intensity (> 40% maximum oxygen consumption); and reporting pre/post measurements. Non-sedentary subjects, or those with chronic disease other than Metabolic Syndrome factors, or pregnant/lactating, as well as trials testing diet/medications, or resistance/isometric/unconventional training interventions, were excluded.Fifty-seven RCTs totalling 3194 participants were analysed. Multivariate meta-analysis showed AET significantly raised antiatherogenic apolipoproteins and lipoprotein sub-fractions (mmol/L mean difference (MD) 0.047 (95% confidence interval (CI) 0.011, 0.082), P = .01); lowered atherogenic apoliproteins and lipoprotein sub-fractions (mmol/L MD - 0.08 (95% CI - 0.161, 0.0003), P = .05); and improved atherogenic lipid ratios (MD - 0.201 (95% CI - 0.291, - 0.111), P < .0001). Multivariate meta-regression showed intervention variables contributed to change in lipid, sub-fraction, and apoliprotein ratios.Aerobic exercise training positively impacts atherogenic lipid and apolipoprotein ratios, alipoproteins, and lipoprotein sub-fractions; and antiatherogenic apolipoproteins and lipoprotein sub-fractions. Cardiovascular disease risk predicted by these biomarkers may be lowered when AET is prescribed as treatment or prevention.CRD42020151925.© 2023. The Author(s).","Wood","Sports medicine (Auckland, N.Z.)"
"166","doi.org/10.1007/s40279-023-01816-1","Variability in Running Economy of Kenyan World-Class and European Amateur Male Runners with Advanced Footwear Running Technology: Experimental and Meta-analysis Results.","Advanced footwear technology improves average running economy compared with racing flats in sub-elite athletes. However, not all athletes benefit as performance changes vary from a 10% drawback to a 14% improvement. The main beneficiaries from such technologies, world-class athletes, have only been analyzed using race times.The aim of this study was to measure running economy on a laboratory treadmill in advanced footwear technology compared to a traditional racing flat in world-class Kenyan (mean half-marathon time: 59:30 min:s) versus European amateur runners.Seven world-class Kenyan and seven amateur European male runners completed a maximal oxygen uptake assessment and submaximal steady-state running economy trials in three different models of advanced footwear technology and a racing flat. To confirm our results and better understand the overall effect of new technology in running shoes, we conducted a systematic search and meta-analysis.Laboratory results revealed large variability in both world-class Kenyan road runners, which ranged from a 11.3% drawback to a 11.4% benefit, and amateur Europeans, which ranged from a 9.7% benefit to a 1.1% drawback in running economy of advanced footwear technology compared to a flat. The post-hoc meta-analysis revealed an overall significant medium benefit of advanced footwear technology on running economy compared with traditional flats.Variability of advanced footwear technology performance appears in both world-class and amateur runners, suggesting further testing should examine such variability to ensure validity of results and explain the cause as a more personalized approach to shoe selection might be necessary for optimal benefit.© 2023. The Author(s).","Knopp","Sports medicine (Auckland, N.Z.)"
"167","doi.org/10.1136/bjsports-2022-105669","Non-occupational physical activity and risk of cardiovascular disease, cancer and mortality outcomes: a dose-response meta-analysis of large prospective studies.","To estimate the dose-response associations between non-occupational physical activity and several chronic disease and mortality outcomes in the general adult population.Systematic review and cohort-level dose-response meta-analysis.PubMed, Scopus, Web of Science and reference lists of published studies.Prospective cohort studies with (1) general population samples >10 000 adults, (2) ≥3 physical activity categories, and (3) risk measures and CIs for all-cause mortality or incident total cardiovascular disease, coronary heart disease, stroke, heart failure, total cancer and site-specific cancers (head and neck, myeloid leukaemia, myeloma, gastric cardia, lung, liver, endometrium, colon, breast, bladder, rectum, oesophagus, prostate, kidney).196 articles were included, covering 94 cohorts with >30 million participants. The evidence base was largest for all-cause mortality (50 separate results; 163 415 543 person-years, 811 616 events), and incidence of cardiovascular disease (37 results; 28 884 209 person-years, 74 757 events) and cancer (31 results; 35 500 867 person-years, 185 870 events). In general, higher activity levels were associated with lower risk of all outcomes. Differences in risk were greater between 0 and 8.75 marginal metabolic equivalent of task-hours per week (mMET-hours/week) (equivalent to the recommended 150 min/week of moderate-to-vigorous aerobic physical activity), with smaller marginal differences in risk above this level to 17.5 mMET-hours/week, beyond which additional differences were small and uncertain. Associations were stronger for all-cause (relative risk (RR) at 8.75 mMET-hours/week: 0.69, 95% CI 0.65 to 0.73) and cardiovascular disease (RR at 8.75 mMET-hours/week: 0.71, 95% CI 0.66 to 0.77) mortality than for cancer mortality (RR at 8.75 mMET-hours/week: 0.85, 95% CI 0.81 to 0.89). If all insufficiently active individuals had achieved 8.75 mMET-hours/week, 15.7% (95% CI 13.1 to 18.2) of all premature deaths would have been averted.Inverse non-linear dose-response associations suggest substantial protection against a range of chronic disease outcomes from small increases in non-occupational physical activity in inactive adults. PROSPERO registration number CRD42018095481.© Author(s) (or their employer(s)) 2023. Re-use permitted under CC BY. Published by BMJ.","Garcia","British journal of sports medicine"
"168","doi.org/10.1007/s40279-022-01807-8","Physical Demands of Tennis Across the Different Court Surfaces, Performance Levels and Sexes: A Systematic Review with Meta-analysis.","Tennis is a multidirectional high-intensity intermittent sport for male and female individuals played across multiple surfaces. Although several studies have attempted to characterise the physical demands of tennis, a meta-analysis is still lacking.We aimed to describe and synthesise the physical demands of tennis across the different court surfaces, performance levels and sexes.PubMed, Embase, CINAHL and SPORTDiscus were searched from inception to 19 April, 2022. A backward citation search was conducted for included articles using Scopus. The PECOS framework was used to formulate eligibility criteria.tennis players of regional, national or international playing levels (juniors and adults).singles match play. Comparison: sex (male/female), court surface (hard, clay, grass).duration of play, on-court movement and stroke performance.cross-sectional, longitudinal. Pooled means or mean differences with 95% confidence intervals were calculated. A random-effects meta-analysis with robust variance estimation was performed. The measures of heterogeneity were Cochrane Q and 95% prediction intervals. Subgroup analysis was used for different court surfaces.The literature search generated 7736 references; 64 articles were included for qualitative and 42 for quantitative review. Mean [95% confidence interval] rally duration, strokes per rally and effective playing time on all surfaces were 5.5 s [4.9, 6.3], 4.1 [3.4, 5.0] and 18.6% [15.8, 21.7] for international male players and 6.4 s [5.4, 7.6], 3.9 [2.4, 6.2] and 20% [17.3, 23.3] for international female players. Mean running distances per point, set and match were 9.6 m [7.6, 12.2], 607 m [443, 832] and 2292 m [1767, 2973] (best-of-5) for international male players and 8.2 m [4.4, 15.2], 574 m [373, 883] and 1249 m [767, 2035] for international female players. Mean first- and second-serve speeds were 182 km·h-1 [178, 187] and 149 km·h-1 [135, 164] for international male players and 156 km·h-1 95% confidence interval [151, 161] and 134 km·h-1 [107, 168] for international female players.The findings from this study provide a comprehensive summary of the physical demands of tennis. These results may guide tennis-specific training programmes. We recommend more consistent measuring and reporting of data to enable future meta-analysts to pool meaningful data.The protocol for this systematic review was registered a priori at the Open Science Framework (Registration DOI https://doi.org/10.17605/OSF.IO/MDWFY ).© 2023. The Author(s), under exclusive licence to Springer Nature Switzerland AG.","Pluim","Sports medicine (Auckland, N.Z.)"
